scenario,traffic_id,case_id,seed,avg_power_unit,energy_unit_ms,arrived_count,delivered_count,pdb_satisfied_count,pdb_eligible_count,completion_rate,pdb_ratio,delay_mean_ms,delay_samples_json,traffic_sha256
service_rate_1600_mbps,IM,1-6,2008,6.20916419278125,19869.3254169,3,3,2,2,1.0,1.0,13.427224666666667,"[14.311166,12.785843,13.184665]",29107059cc7d7929ac572e9b29715d318318e8bf69af800b83ec6ef119905091
ideal_detection,FTP3,1-1,2001,24.824375,15887.6,1,1,0,1,1.0,0.0,133.673313,[133.673313],aa7cc335e827996c11bc094b10023d7647b9b8f767fd5483e93841b61abffb75
ideal_detection,FTP3,1-1,2002,9.107499999999998,5828.799999999999,0,0,0,0,,,,[],0536fbf5e538aebed8259f3c10d2b3fe8927f6ed2563d91cd485f36110f4c109
ideal_detection,FTP3,1-1,2003,59.056875000000005,37796.4,4,4,4,4,1.0,1.0,24.02428375,"[44.102878,15.851896,10.460978,25.681383]",de8ab75d1554fd6b70a3d40ffa34abefffbd5d9579c30446a003bb7c5dfdd569
ideal_detection,FTP3,1-1,2004,24.2775,15537.6,2,2,1,1,1.0,1.0,32.940101,"[57.383455,8.496747]",4c013c479aef16180842a66c8f863af584449cb5f9a6717f6f520e64abdefce9
ideal_detection,FTP3,1-1,2005,38.24921273453125,24479.4961501,3,3,1,2,1.0,0.5,57.73939566666667,"[5.0,123.283674,44.934513]",38d8ccb906bac691f69971ceefa942f6527ecc6ebdec2450d6401dbd8a85862d
ideal_detection,FTP3,1-1,2006,28.055018363906253,17955.211752900002,3,3,1,3,1.0,0.3333333333333333,104.54091366666667,"[5.0,153.517806,155.104935]",27405965b0d178054267957af0f9516768c64f0edd70527d692470e0133e1c10
ideal_detection,FTP3,1-1,2007,52.007769625,33284.97256,4,4,3,4,1.0,0.75,39.411598749999996,"[13.986099,133.660296,5.0,5.0]",ee04a76550ca6d843f7c59d0fb38e144144030ebb43a1d53d991dae3a1772f10
ideal_detection,FTP3,1-1,2008,29.494687500000005,18876.600000000002,6,6,0,3,1.0,0.0,98.840516,"[139.373974,137.721441,112.761324,81.613247,78.955588,42.617522]",45c1d238c9fab5a637dd04b45080ee199513a0c25b327a909d8cd841b219c80d
ideal_detection,FTP3,1-5,2001,10.6552021484375,6819.329375,1,1,1,1,1.0,1.0,18.744742,[18.744742],aa7cc335e827996c11bc094b10023d7647b9b8f767fd5483e93841b61abffb75
ideal_detection,FTP3,1-5,2002,5.613037,3592.34368,0,0,0,0,,,,[],0536fbf5e538aebed8259f3c10d2b3fe8927f6ed2563d91cd485f36110f4c109
ideal_detection,FTP3,1-5,2003,19.886161976562498,12727.143665,4,4,4,4,1.0,1.0,15.34571275,"[19.174307,15.923325,10.532407,15.752812]",de8ab75d1554fd6b70a3d40ffa34abefffbd5d9579c30446a003bb7c5dfdd569
