traffic_id,seed,avg_power_unit,traffic_sha256
IM,1047,14.679385093749998,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
IM,1048,30.437406217906254,4c10015ca84c9a75cf9eb61e678cb0db48a6a52b737208b8d88ee0890db748ef
IM,1049,21.094510009375007,53b8042c0d29fe91598b0f284d9ff85da53a5746eafb492801f6a2bf94e33ecd
IM,1050,31.24839156465626,b3a26e5221046f7ee0ccbc90af5f1f0665588536e11b6554bf192f2a06255ebe
IM,1051,21.56446759784376,3b38d89321fd2335eeb8599d0ab87040f6c9a1305a309f63a07076e2d84a6421
IM,1052,18.216318080875,212d8b38a50ee73c56803288369ff4697efdaa9f80adf2ad425240a34b5a89d7
IM,1053,24.46854120743751,003ed4b3adcf97afdebb240fd2edfbca85b04744083508bcbb014424638fea03
IM,1054,21.930661798812512,bfb6e8fff3c074f87fa14c011c27ae40f261fe8b849a4eded5e11d0d784f1d74
IM,1055,30.266222015625008,54a5ad5b75095e5c0c7de495bcf8fd2771dd377c67a153939c8fdba1efce18d7
IM,1056,22.10999355581251,39cb6ab71d7f761457c13d60b5b79281a31bae50193f4536fb325d09ffdfef73
IM,1057,34.18774138768751,1ebf358b2505fe84bcc985e5ae510be980147cf37abe3b170e022b58fbb8f0a8
IM,1058,24.809487643750014,76ea2d2ae1374fb00116abbccb288a23662d5236ccda8685270d26fc75fd43e3
IM,1059,21.032010009375007,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
IM,1060,25.00107915371876,6bc8718d9bd6b91c1d9c8c0727521f74435cfe64e9d292d91c45a412c0558b72
IM,1061,28.534570170531257,ba5e8f69261dbfe946e30b21cdbd41b7044230c0a4689ad50ff104449a3fc405
IM,1062,25.006816349843753,142319cd9401f990c2e3f60fd5306243dfbd94e3596266c09cf14be77e356698
IM,1063,27.178405008031255,e78c7bf4e47b8d9236d93630d587c817338ca551887f8ba457c17e856b539daf
IM,1064,24.890597021656255,25565ef647f8b434fc30f657f6f91000c548df1cc83635275ed21647ba86ecb4
